faction,ability_id,name,flags,text
"chaos-daemons","tormentbringer-aura","Tormentbringer (Aura)","","unit's weapons gain Sustained Hits 1 / Scope: aura 6. Duration: permanent."
"chaos-daemons","tranceweaver","Tranceweaver","","re-roll hit rolls (ones) for unit / Scope: unit. Duration: permanent."
"chaos-daemons","unholy-avalanche","Unholy Avalanche","","If the unit advanced this turn: /   -> all friendly gains act after move / Scope: any on battlefield. Duration: turn. / Applies to: units with Legiones Daemonica, Mounted."
"chaos-daemons","unholy-speed","Unholy Speed","","re-roll charge rolls (all failures) for unit / Scope: unit. Duration: permanent."
"chaos-daemons","unholy-vigour","Unholy Vigour","","self gains a 3+ invulnerable save / Scope: unit. Duration: phase."
"chaos-daemons","virulent-blessing-psychic","Virulent Blessing (Psychic)","","If during the fight phase: /   -> +1 D for unit / Scope: aura custom (24""). Duration: phase."
"chaos-daemons","warp-riders","Warp-Riders","","unit gains mobile / Scope: unit. Duration: phase. / Applies to: units with Legiones Daemonica, Mounted."
"chaos-daemons","warp-spines","Warp Spines","","deal d3 mortal wounds to defender / Scope: unit. Duration: permanent."
"chaos-daemons","xirat-p-s-sorcerous-barrages-psychic","Xirat’p’s Sorcerous Barrages (Psychic)","","deal 1 mortal wounds to defender / Scope: aura 6. Duration: permanent."
"chaos-knights","a-long-leash","A Long Leash","","unit gains an ability / Scope: unit. Duration: until next command phase."
"chaos-knights","animalistic-rage","Animalistic Rage","","Choose one (rage-attack): /   1. unit shoots on death /   2. unit fights on death / Scope: unit. Duration: phase."
"chaos-knights","annihilate-the-unworthy","Annihilate the Unworthy","","If the unit is battle-shocked: /   -> +1 to hit rolls for unit / Scope: any on battlefield. Duration: permanent. / Applies to: units with Knight Tyrant."
"chaos-knights","aspect-of-the-beast","Aspect of the Beast","","self gains activate dread ability / Scope: self. Duration: until next command phase."
"chaos-knights","avenge-the-masters","Avenge the Masters!","","all enemy's weapons gain Marked / If the target has ""Marked"": /   -> all friendly's weapons gain Lethal Hits / Scope: any on battlefield. Duration: battle."
"chaos-knights","bastion-of-corruption","Bastion of Corruption","","enemy within aura: reinforcement denial (within 12"") / Scope: aura 12. Duration: permanent."
"chaos-knights","bastion-of-firepower","Bastion of Firepower","","unit's weapons gain Lethal Hits / Scope: unit. Duration: turn."
"chaos-knights","beasthide-manifestation","Beasthide Manifestation","","-1 AP for attacker / Scope: unit. Duration: phase."
"chaos-knights","bestial-aspect","Bestial Aspect","","self's ranged weapons gain Assault / Scope: self. Duration: permanent."
"chaos-knights","blade-of-celerity","Blade of Celerity","","unit's ranged weapons gain Assault / unit fights first / Scope: unit. Duration: permanent."
"chaos-knights","blasphemous-engine","Blasphemous Engine","","+2 W for self / Scope: self. Duration: permanent."
"chaos-knights","blessing-of-the-dark-master","Blessing of the Dark Master","","self gains Stealth / Scope: self. Duration: permanent."
"chaos-knights","bloodlust","Bloodlust","","unit's weapons gain Devastating Wounds / Scope: unit. Duration: turn."
"chaos-knights","brigand","Brigand","","If during the shooting phase and the target has ""A"": /   -> unit's weapons gain Ignores Cover / Scope: unit. Duration: permanent."
"chaos-knights","claimed-for-the-dark-gods","Claimed for the Dark Gods","placeholder","modify OC of unit by ? / Scope: unit. Duration: battle."
"chaos-knights","close-range-killers-aura","Close-range Killers (Aura)","","+-1 AP for unit / Scope: aura 9. Duration: permanent."
"chaos-knights","conquerors-without-mercy","Conquerors Without Mercy","","+1 AP for self / force a battle shock test on enemy within aura / Scope: aura 6. Duration: phase."
"chaos-knights","consumed-with-hunger-aura","Consumed with Hunger (Aura)","","re-roll hit rolls (all failures) for unit / Scope: aura 6. Duration: permanent."
"chaos-knights","contemptuous-volleys","Contemptuous Volleys","","unit can fall back and act / Scope: unit. Duration: turn."
"chaos-knights","corrupting-taint","Corrupting Taint","placeholder","modify OC of unit by ? / Scope: unit. Duration: battle."
"chaos-knights","coursing-thralls","Coursing Thralls","","If during the shooting phase: /   -> enemy within aura's weapons gain Hunted / Scope: any visible. Duration: phase."
"chaos-knights","cruel-lashmaster","Cruel Lashmaster","","friendly within aura gains move bonus 2"" / Scope: aura 6. Duration: phase."
"chaos-knights","crushed-like-vermin","Crushed Like Vermin","","deal 6D6 mortal wounds to all enemy / Scope: unit. Duration: phase."
"chaos-knights","cunning-hunter","Cunning Hunter","","unit can fall back and act / Scope: unit. Duration: turn."
"chaos-knights","dark-fervour-aura","Dark Fervour (Aura)","","unit's weapons gain assault / Scope: aura 6. Duration: permanent."
"chaos-knights","dark-sacrifice","Dark Sacrifice","","deal D3+3 mortal wounds to self / unit gains heal wounds / Scope: any on battlefield. Duration: one use."
"chaos-knights","deadly-demise-2d6","Deadly Demise 2D6","","Roll D6: on 6+, deal 2D6 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"chaos-knights","deadly-demise-d3","Deadly Demise D3","","Roll D6: on 6+, deal D3 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"chaos-knights","deadly-demise-d6","Deadly Demise D6","","Roll D6: on 6+, deal D6 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"chaos-knights","deadly-demise-d6-2","Deadly Demise D6+2","","Roll D6: on 6+, deal D6+2 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"chaos-knights","diabolic-bulwark","Diabolic Bulwark","","unit gains a 4+ invulnerable save / Scope: unit. Duration: phase."
"chaos-knights","disdain-for-the-weak","Disdain for the Weak","","unit gains Feel No Pain 6+ / If the unit is battle-shocked: /   -> unit gains Feel No Pain 5+ / Scope: unit. Duration: phase."
"chaos-knights","dread-dominion-aura","Dread Dominion (Aura)","","If the unit has ""WAR DOG"": /   -> +1 Ld for friendly within aura /   -> +1 OC for friendly within aura / Scope: aura 9. Duration: permanent."
"chaos-knights","dreadblades","Dreadblades","","self: army composition rule / Scope: unit. Duration: permanent."
"chaos-knights","encircling-pack","Encircling Pack","","unit gains to strategic reserves / Scope: unit. Duration: turn."
"chaos-knights","executioner","Executioner","","If the unit is below half strength and the target has ""A"": /   -> +1 to hit rolls for unit / Scope: aura 6. Duration: permanent."
"chaos-knights","feral-arrogance","Feral Arrogance","","unit gains Feel No Pain 5+ / Scope: unit. Duration: phase."
"chaos-knights","final-howl-aura","Final Howl (Aura)","","re-roll wound rolls (ones) for friendly within aura / Scope: aura 6. Duration: permanent."
"chaos-knights","fleshmetal-fusion","Fleshmetal Fusion","","+1 T for self / Scope: self. Duration: permanent."
"chaos-knights","flush-the-quarry","Flush the Quarry","","unit can move through engagement range / Scope: unit. Duration: phase."
"chaos-knights","frenzied-rampage-aura","Frenzied Rampage (Aura)","","If during the fight phase: /   -> re-roll hit rolls (ones) for unit / Scope: aura 9. Duration: permanent."
"chaos-knights","goaded-beast","Goaded Beast","","unit gains surge move D6"" / Scope: unit. Duration: phase."
"chaos-knights","grav-pinned","Grav-pinned","","modify stats for unit / Scope: unit. Duration: permanent."
"chaos-knights","harbingers-of-dread","Harbingers of Dread","","-1 Ld for enemy within aura / Choose one (dread-ability): /   1. -1 Ld for enemy within aura /   2. if the unit is battle-shocked: +1 to wound rolls for unit /   3. self gains Stealth /   4. force a battle shock test on enemy within aura /   5. deal D3 mortal wounds to enemy within aura (within 9"") /   6. +3 aura-range for self / Scope: aura 9. Duration: battle."
"chaos-knights","harrying-hounds","Harrying Hounds","","unit gains normal move 6"" / Scope: unit. Duration: phase."
"chaos-knights","hate-filled-dominion","Hate-Filled Dominion","","re-roll attacks-characteristic rolls (all failures) for self / Scope: self. Duration: permanent."
"chaos-knights","hellforged-construction","Hellforged Construction","","unit: worsen incoming ap / Scope: unit. Duration: phase."
"chaos-knights","hungry-for-combat","Hungry for Combat","","-5 to hit rolls for unit / Scope: unit. Duration: phase."
"chaos-knights","hunters-helm","Hunter's Helm","","re-roll advance rolls (all failures) for self / re-roll charge rolls (all failures) for self / Scope: self. Duration: permanent."
"chaos-knights","huntmaster-aura","Huntmaster (Aura)","","unit's weapons gain assault / Scope: aura 6. Duration: permanent."
"chaos-knights","huntsman","Huntsman","","re-roll wound rolls (all failures) for unit / Scope: unit. Duration: permanent."
"chaos-knights","iconoclast-idol","Iconoclast Idol","","refund 1 CP / Scope: aura 6. Duration: permanent."
"chaos-knights","imperious-advance","Imperious Advance","","unit can move through engagement range / Scope: unit. Duration: phase."
"chaos-knights","infernal-aegis-aura","Infernal Aegis (Aura)","","unit gains benefit of cover / Scope: aura 6. Duration: permanent."
"chaos-knights","insensate-bloodthirst","Insensate Bloodthirst","","unit gains Feel No Pain 5+ / Scope: unit. Duration: phase."
"chaos-knights","intimidating-reminder","Intimidating Reminder","","enemy within aura's weapons gain Suppressed / -1 to hit rolls for enemy within aura / Scope: any visible. Duration: until next command phase."
"chaos-knights","karnivore","Karnivore","","re-roll charge rolls (all failures) for unit / Scope: unit. Duration: permanent."
"chaos-knights","knight-diabolus","Knight Diabolus","","+1 WS for self / self's melee weapons gain Lance / Scope: self. Duration: permanent."
"chaos-knights","leash-of-the-masters","Leash of the Masters","","unit gains act after shooting / Scope: unit. Duration: phase."
"chaos-knights","loping-predator","Loping Predator","","self's ranged weapons gain Assault / Scope: self. Duration: permanent."
"chaos-knights","macro-extinction-protocols","Macro-extinction Protocols","","+1 to hit rolls for unit / +1 to wound rolls for unit / Scope: unit. Duration: permanent."
"chaos-knights","malefic-surge","Malefic Surge","","Choose one (malefic-surge): /   1. unit gains normal advance fallback /   2. choose one (diabolic-power): unit's weapons gain Lethal Hits / unit's weapons gain Sustained Hits 1 /   3. choose one (unnatural-fortitude): unit gains a 5+ invulnerable save / unit gains Feel No Pain 6+ / Scope: unit. Duration: until next command phase."
"chaos-knights","malevolent-heraldry","Malevolent Heraldry","","re-roll dread-ability-selection rolls (all failures) for self / Scope: self. Duration: permanent."
"chaos-knights","marked-prey","Marked Prey","","unit's weapons gain Sustained Hits 1 / Scope: unit. Duration: until next command phase."
"chaos-knights","masters-of-the-pack","Masters of the Pack","","self gains titanic self aura inclusion / Scope: any on battlefield. Duration: permanent."
"chaos-knights","merciless-fusillade","Merciless Fusillade","","unit's weapons gain Sustained Hits 1 / Scope: unit. Duration: phase."
"chaos-knights","methodical-destruction","Methodical Destruction","","re-roll wound rolls (all failures) for unit / Scope: unit. Duration: permanent."
"chaos-knights","mirror-of-fates","Mirror of Fates","","refund 1 CP / Scope: aura 12. Duration: turn."
"chaos-knights","nightmares-master","Nightmare's Master","","force a battle shock test on enemy within aura / Scope: engagement range. Duration: permanent."
"chaos-knights","obsessive-ruthlessness","Obsessive Ruthlessness","","If during the shooting phase: /   -> unit's weapons gain Devastating Wounds / Scope: unit. Duration: permanent."
"chaos-knights","octagram-of-conjuration","Octagram of Conjuration","","force a battle shock test on enemy within aura / Scope: aura 9. Duration: phase."
"chaos-knights","offerings-for-the-dark-gods-aura","Offerings for the Dark Gods (Aura)","","unit's weapons gain Sustained Hits 1 / Scope: aura 6. Duration: permanent."
"chaos-knights","panoply-of-the-cursed-knights","Panoply of the Cursed Knights","","self: worsen incoming ap / Scope: self. Duration: permanent."
"chaos-knights","paragons-of-terror","Paragons of Terror","","all friendly gains harbingers of dread / Scope: unit. Duration: battle."
"chaos-knights","pitiless-focus","Pitiless Focus","","unit can fall back and act / Scope: unit. Duration: phase."
"chaos-knights","preysight-aura","Preysight (Aura)","","unit's weapons gain Ignores Cover / Scope: aura 6. Duration: permanent."
"chaos-knights","preyslayers-mantle","Preyslayer's Mantle","","self gains Super heavy Walker / Scope: self. Duration: permanent."
"chaos-knights","profane-symbiosis","Profane Symbiosis","","unit gains malefic surge / Scope: unit. Duration: phase."
"chaos-knights","protection-protocols","Protection Protocols","placeholder","refund ? CP / Scope: unit. Duration: permanent."
"chaos-knights","pterrorshade-rookery","Pterrorshade Rookery","","If during the shooting phase: /   -> enemy within aura's weapons gain Surveilled / Scope: any visible. Duration: phase."
"chaos-knights","pterrorshades","Pterrorshades","","deal 6D6 mortal wounds to all enemy / Scope: unit. Duration: phase."
"chaos-knights","putrid-carapace","Putrid Carapace","","set Sv to 2 for self / Scope: self. Duration: permanent."
"chaos-knights","repair-auto-simulacra","Repair Auto-simulacra","paren_plural","return d3 model(s) to self with full wounds / Scope: unit. Duration: permanent."
"chaos-knights","rune-cursed-stronghold","Rune-Cursed Stronghold","","unit gains Feel No Pain 5+ / Scope: unit. Duration: phase."
"chaos-knights","runes-of-disdain","Runes of Disdain","placeholder","reduce incoming damage to unit by ? / Scope: unit. Duration: phase."
"chaos-knights","scenting-fear","Scenting Fear","","If during the shooting phase: /   -> enemy within aura's weapons gain Surveilled / Scope: aura 12. Duration: phase."
"chaos-knights","scouts-6","Scouts 6""","","unit gains scouts 6"" / Scope: unit. Duration: one use."
"chaos-knights","searing-flames","Searing Flames","","If during the shooting phase: /   -> unit gains benefit of cover / Scope: unit. Duration: phase."
"chaos-knights","seething-hatred","Seething Hatred","","re-roll hit rolls (all failures) for self / Scope: unit. Duration: permanent."
"chaos-knights","shock-charge","Shock Charge","","self gains tank shock zero cp unrestricted / Scope: self. Duration: permanent."
"chaos-knights","snarling-rivalry","Snarling Rivalry","","self's ranged weapons gain Ignores Cover / Scope: self. Duration: permanent."
"chaos-knights","soul-spoor-auspicator","Soul-Spoor Auspicator","","+6 Range (ranged) for self / Scope: self. Duration: permanent."
"chaos-knights","spiteful-demise","Spiteful Demise","","set deadly-demise-threshold to 4 for self / Scope: self. Duration: phase."
"chaos-knights","stalker","Stalker","","+1 to wound rolls for unit / Scope: aura 6. Duration: permanent."
"chaos-knights","stalking-focus","Stalking Focus","","-1 AP (ranged) for attacker / Scope: unit. Duration: phase."
"chaos-knights","storm-of-bolts","Storm of Bolts","","If during the shooting phase: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"chaos-knights","storm-of-darkness","Storm of Darkness","","unit gains Stealth / unit gains Benefit of Cover / Scope: unit. Duration: phase."
"chaos-knights","sunderer-of-fortresses","Sunderer of Fortresses","","+2 S for unit / +2 D for unit / Scope: unit. Duration: permanent."
"chaos-knights","super-heavy-walker","Super-heavy Walker","","If during the movement phase: /   -> self gains through non titanic models /   -> self gains through terrain 4 or less /   -> self can move through engagement range /   -> self gains through terrain over 4 inches /   If at after moving through tall terrain: /     -> Roll D6: on exactly 1, apply battle shock tests for self / Scope: self. Duration: phase."
"chaos-knights","taskmaster-aura","Taskmaster (Aura)","","If during the shooting phase: /   -> re-roll hit rolls (ones) for unit / Scope: aura 9. Duration: permanent."
"chaos-knights","throne-mechanicum-of-skulls","Throne Mechanicum of Skulls","","re-roll charge rolls (all failures) for unit / unit gains advance and charge / Scope: unit. Duration: permanent."
"chaos-knights","throne-tyrannicus","Throne Tyrannicus","","friendly within aura gains share war dog auras / Scope: aura 9. Duration: until next command phase."
"chaos-knights","titanic-duel","Titanic Duel","","re-roll hit rolls (ones) for unit / re-roll wound rolls (ones) for unit / Scope: unit. Duration: phase."
"chaos-knights","trophy-hunter","Trophy Hunter","","unit gains consolidate / Scope: unit. Duration: phase."
"chaos-knights","tyrannical-court","Tyrannical Court","","+2 OC for all friendly / Scope: unit. Duration: permanent."
"chaos-knights","tyrants-shadow","Tyrant's Shadow","placeholder","modify OC of unit by ? / Scope: unit. Duration: permanent."
"chaos-knights","unleash-balefire","Unleash Balefire","","force a battle shock test on all enemy / -2 M for all enemy / -2 to charge rolls for all enemy / Scope: unit. Duration: turn."
"chaos-knights","unrestrained-terror-aura","Unrestrained Terror (Aura)","","If during the fight phase: /   -> force a battle shock test on enemy within aura / Scope: aura 6. Duration: permanent."
"chaos-knights","veil-of-medrengard","Veil of Medrengard","","self gains a 4+ invulnerable save / self gains a 5+ invulnerable save / Scope: self. Duration: permanent."
"chaos-knights","vortex-terrors-psychic","Vortex Terrors (Psychic)","","If during the shooting phase: /   -> force a battle shock test on enemy within aura / Scope: aura custom (24""). Duration: permanent."
"chaos-knights","vox-howl","Vox-Howl","","force a battle shock test on enemy within aura / Scope: aura 6. Duration: phase."
"chaos-knights","warp-borne-stalker","Warp-borne Stalker","","self can deep strike / Scope: self. Duration: permanent."
"chaos-knights","warp-storms-psychic","Warp Storms (Psychic)","","Roll D6: on 3+, deal D3 mortal wounds to enemy within aura (within 9"") / Scope: aura 9. Duration: phase."
"chaos-knights","warp-vision","Warp Vision","","unit's ranged weapons gain Ignores Cover / Scope: unit. Duration: phase."
"chaos-knights","wretched-thralls","Wretched Thralls","","re-roll leadership rolls (all failures) for all friendly / Scope: any on battlefield. Duration: permanent. / Applies to: units with Damned."
"chaos-space-marines","a-worthy-skull","A Worthy Skull","","If during the fight phase and the target has ""CHARACTER"": /   -> re-roll hit rolls (all failures) for unit /   -> re-roll wound rolls (all failures) for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","aerial-assault","Aerial Assault","","unit gains transport disembark modifier / Scope: unit. Duration: permanent."
"chaos-space-marines","agent-of-discord-aura","Agent of Discord (Aura)","","If the target has ""A"": /   -> gain 1 CP / Scope: aura 12. Duration: permanent."
"chaos-space-marines","airborne-predator","Airborne Predator","","If the target has ""A"": /   -> +1 to hit rolls for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","akshurs-binding-runes","Akshur's Binding Runes","","bearer can deep strike / Scope: unit. Duration: battle. / Applies to: units with Heretic Astartes."
"chaos-space-marines","altered-reality-psychic","Altered Reality (Psychic)","","-6 to any rolls for self / Scope: unit. Duration: one use."
"chaos-space-marines","annihilator","Annihilator","","If during the shooting phase: /   -> re-roll damage rolls (all failures) for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","armour-of-corruption","Armour of Corruption","","reduce incoming damage to unit by 1 / Scope: unit. Duration: turn. / Applies to: units with Heretic Astartes."
"chaos-space-marines","armoured-spearhead","Armoured Spearhead","","re-roll hit rolls (ones) for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","ascended-daemon","Ascended Daemon","","re-roll hit rolls (all failures) for self / Scope: unit. Duration: permanent."
"chaos-space-marines","assault-ramp","Assault Ramp","","unit gains transport disembark modifier / Scope: unit. Duration: permanent."
"chaos-space-marines","assault-vehicle","Assault Vehicle","","unit gains transport disembark modifier / Scope: unit. Duration: permanent."
"chaos-space-marines","attached-unit","Attached Unit","","If attached to a unit: /   -> unit gains attached unit eligibility / Scope: unit. Duration: permanent."
"chaos-space-marines","balefire-boon","Balefire Boon","","+1 AP for unit / Scope: unit. Duration: phase. / Applies to: units with Soul Forge."
"chaos-space-marines","barrage-of-filth","Barrage of Filth","","If during the shooting phase: /   -> unit gains benefit of cover / Scope: unit. Duration: phase."
"chaos-space-marines","beastmaster","Beastmaster","","re-roll hit rolls (ones) for unit / re-roll charge rolls (all failures) for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","bestial-raiders","Bestial Raiders","doubled_preposition","If at game start in reserves: /   -> self gains reinforcements first three movement phases / If at in reserves: /   -> self gains treat battle round one higher for reserves / Scope: self. Duration: battle."
"chaos-space-marines","biomechanoid-regeneration","Biomechanoid Regeneration","","unit gains heal wounds / Scope: unit. Duration: phase. / Applies to: units with Heretic Astartes."
"chaos-space-marines","blazing-salvoes","Blazing Salvoes","","If during the shooting phase: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"chaos-space-marines","blood-hungry-annihilator","Blood-hungry Annihilator","","If during the shooting phase: /   -> re-roll wound rolls (all failures) for unit /   -> re-roll damage rolls (all failures) for unit / Scope: aura custom (18""). Duration: permanent."
"chaos-space-marines","bloodlust","Bloodlust","","unit's weapons gain Sustained Hits 1 / Scope: unit. Duration: turn."
"chaos-space-marines","bloody-stampede","Bloody Stampede","","deal 1 mortal wounds to defender / Scope: unit. Duration: permanent."
"chaos-space-marines","bomb-rack","Bomb Rack","","deal 1 mortal wounds to defender / Scope: unit. Duration: permanent."
"chaos-space-marines","brutal-example","Brutal Example","placeholder","If attached to a unit: /   -> refund ? CP / Scope: unit. Duration: permanent."
"chaos-space-marines","brutal-raider","Brutal Raider","","+1 S for unit / +-1 AP for unit / Scope: unit. Duration: turn."
"chaos-space-marines","chance-for-glory","Chance for Glory","","If during the fight phase: /   -> +-1 AP for unit / Scope: unit. Duration: phase."
"chaos-space-marines","chaos-familiar","Chaos Familiar","placeholder","reduce incoming damage to self by ? / Scope: unit. Duration: one use."
"chaos-space-marines","chaos-icon","Chaos Icon","","If at dark pacts leadership test: /   -> re roll dark pacts tests for unit / Scope: unit. Duration: phase."
"chaos-space-marines","chirurgeon","Chirurgeon","","If attached to a unit: /   -> unit gains attached unit eligibility / Scope: unit. Duration: permanent."
"chaos-space-marines","choice-samples","Choice Samples","paren_plural","If the unit is below starting strength: /   -> return 1 model(s) to unit with full wounds / Scope: unit. Duration: permanent."
"chaos-space-marines","chosen-marauders","Chosen Marauders","","unit can fall back and act / Scope: unit. Duration: permanent."
"chaos-space-marines","conduit-of-chaos","Conduit of Chaos","","bearer's weapons gain Lance / Scope: self. Duration: permanent. / Applies to: units with Heretic Astartes, Daemon (excluding Khorne)."
"chaos-space-marines","corrupt-machine-spirits","Corrupt Machine Spirits","","If during the shooting phase: /   -> deal d3 mortal wounds to defender / Scope: aura 12. Duration: permanent."
"chaos-space-marines","covering-fire","Covering Fire","","-5 to hit rolls (overwatch) for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","crown-of-worms","Crown of Worms","","bearer gains ability range modifier / Scope: self. Duration: permanent. / Applies to: units with Warpsmith."
"chaos-space-marines","cruel-hunter","Cruel Hunter","","If attached to a unit: /   -> unit gains pile in consolidation 6"" / Scope: unit. Duration: permanent."
"chaos-space-marines","cult-of-destruction","CULT OF DESTRUCTION","","self gains special embark rule / Scope: unit. Duration: permanent."
"chaos-space-marines","cults-of-the-dark-gods","Cults of the Dark Gods","","self gains faction metadata / Scope: unit. Duration: permanent."
"chaos-space-marines","cursed-flames","Cursed Flames","","If during the shooting phase: /   -> force a battle shock test on enemy within aura / Scope: unit. Duration: permanent."
"chaos-space-marines","cursed-wardings-psychic","Cursed Wardings (Psychic)","","If attached to a unit: /   -> unit gains Feel No Pain 4+ / Scope: unit. Duration: permanent."
"chaos-space-marines","cut-off-their-escape","Cut Off Their Escape","","enemy within aura: anti fallback / Scope: unit. Duration: permanent."
"chaos-space-marines","cybinfernal-font","Cybinfernal Font","","unit's weapons gain Soul Forge / Scope: unit. Duration: permanent. / Applies to: units with Heretic Astartes (excluding Damned)."
"chaos-space-marines","daemonforge","Daemonforge","","modify stats for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","daemonic-allegiance","Daemonic Allegiance","","+3 A for unit / +2 S for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","daemonic-destruction","Daemonic Destruction","","deal 1 mortal wounds to defender / Scope: unit. Duration: permanent."
"chaos-space-marines","daemonic-ordnance","Daemonic Ordnance","","unit's weapons gain Devastating Wounds / Scope: unit. Duration: phase."
"chaos-space-marines","daemonkin-psychic","Daemonkin (Psychic)","","If attached to a unit: /   -> +1 to charge rolls for friendly within aura / Scope: unit. Duration: permanent."
"chaos-space-marines","dark-ascension-aura","Dark Ascension (Aura)","","If the target has ""HERETIC ASTARTES"" and at dark pact: /   -> friendly within aura gains pact both abilities / Scope: aura 6. Duration: phase."
"chaos-space-marines","dark-blessing-aura","Dark Blessing (Aura)","","If during the shooting phase: /   -> unit gains benefit of cover / Scope: aura 6. Duration: permanent."
"chaos-space-marines","dark-destiny","Dark Destiny","","gain 1 CP / Scope: unit. Duration: permanent."
"chaos-space-marines","dark-favour-psychic","Dark Favour (Psychic)","","If attached to a unit: /   -> self gains a 4+ invulnerable save / Scope: unit. Duration: permanent."
"chaos-space-marines","dark-pacts","Dark Pacts","","Choose one (Dark Pact ability): /   1. unit's weapons gain Lethal Hits /   2. unit's weapons gain Sustained Hits 1 / Scope: unit. Duration: phase."
"chaos-space-marines","dark-ritual","Dark Ritual","","+1 to hit rolls for unit / +1 to wound rolls for unit / Scope: unit. Duration: turn."
"chaos-space-marines","dark-zealotry","Dark Zealotry","","If during the fight phase and attached to a unit: /   -> +1 to wound rolls for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","deadly-demise-1","Deadly Demise 1","","Roll D6: on 6+, deal 1 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"chaos-space-marines","deadly-demise-d3","Deadly Demise D3","","Roll D6: on 6+, deal D3 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"chaos-space-marines","deadly-demise-d6","Deadly Demise D6","","Roll D6: on 6+, deal D6 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"chaos-space-marines","deadly-demise-d6-2","Deadly Demise D6+2","","Roll D6: on 6+, deal D6+2 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"chaos-space-marines","death-frenzy","Death Frenzy","","If during the fight phase: /   -> self fights on death / Scope: unit. Duration: permanent."
"chaos-space-marines","death-hex-psychic","Death Hex (Psychic)","","If during the shooting phase: /   -> +-1 AP for unit /   -> deal d3 mortal wounds to defender / Scope: aura 12. Duration: permanent."
"chaos-space-marines","deep-strike","Deep Strike","","unit can deep strike / Scope: unit. Duration: permanent."
"chaos-space-marines","demagogue","Demagogue","","unit gains once per battle special / Scope: aura 12. Duration: one use."
"chaos-space-marines","despoilers","Despoilers","","re-roll hit rolls (all failures) for unit / Scope: unit. Duration: phase."
"chaos-space-marines","destroyer-of-futures","Destroyer of Futures","","-5 to hit rolls (overwatch) for unit / Scope: aura 9. Duration: permanent."
"chaos-space-marines","destructor","Destructor","","If during the shooting phase: /   -> +-1 AP for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","devoted-to-destruction","Devoted to Destruction","","+2 A for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","diseased-malice","Diseased Malice","","If the target has ""AFFLICTED"": /   -> +1 to wound rolls for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","dreadclaw-assault","Dreadclaw Assault","","unit can deep strike / Scope: unit. Duration: permanent."
"chaos-space-marines","empyric-dislocation","Empyric Dislocation","","-1 AP for unit / Scope: unit. Duration: phase. / Applies to: units with Heretic Astartes (excluding Damned)."
"chaos-space-marines","empyric-guidance-psychic","Empyric Guidance (Psychic)","","If attached to a unit: /   -> unit's weapons gain Lethal Hits / Scope: unit. Duration: permanent."
"chaos-space-marines","empyric-wellspring","Empyric Wellspring","","If during the shooting phase: /   -> +1 S (ranged) for all friendly / If during the fight phase: /   -> +2 S (melee) for all friendly /   -> +1 AP (melee) for all friendly / Scope: any on battlefield. Duration: battle. / Applies to: units with Heretic Astartes (excluding Khorne)."
"chaos-space-marines","enforcer","Enforcer","","self gains charge after fallback / Scope: self. Duration: turn."
"chaos-space-marines","enhanced-warriors","Enhanced Warriors","","If attached to a unit: /   -> +1 S for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","enrage-machine-spirits","Enrage Machine Spirits","","force a battle shock test on enemy within aura / Scope: aura 12. Duration: permanent."
"chaos-space-marines","ensorcelled-annihilation","Ensorcelled Annihilation","","If during the shooting phase: /   -> re-roll hit rolls (all failures) for unit /   -> re-roll damage rolls (all failures) for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","ensorcelled-destruction","Ensorcelled Destruction","","If during the shooting phase and the target has ""A"": /   -> +-1 AP for unit / Scope: unit. Duration: permanent."
"chaos-space-marines","eye-of-oblivion","Eye of Oblivion","","all enemy gains detection range modifier / Scope: any visible. Duration: phase. / Applies to: units with Warpsmith."
"chaos-space-marines","eye-of-the-warp","Eye of the Warp","","If at unit set up: /   -> re-roll charge rolls (all failures) for unit / Scope: unit. Duration: turn. / Applies to: units with Heretic Astartes."
"chaos-space-marines","faithful-flock","Faithful Flock","","If attached to a unit: /   -> self gains a 5+ invulnerable save / Scope: unit. Duration: permanent."
